id,ingredients,ingredients_raw_str
278119,"['ground beef', 'ground lamb', 'eggs', 'fresh breadcrumb', 'green onion', 'feta cheese', 'fresh parsley', 'dried mint', 'olive oil', 'red wine vinegar', 'garlic cloves', 'olive', 'tomato paste', 'salt', 'ground black pepper']","['1 lb ground beef', '1 lb ground lamb', '2 large eggs', '1 cup fresh breadcrumb', '1 cup green onion, finely chopped ', '4 ounce feta cheese, finely crumbled ', '1/4 cup fresh parsley, chopped ', '1 tablespoon dried mint', '2 tablespoon olive oil', '1 tablespoon red wine vinegar', '2 garlic cloves, minced ', '1/2 cup olive, chopped ', '1 tablespoon tomato paste ', '1/2 teaspoon salt', '1/4 teaspoon ground black pepper']"
285168,"['eggs', 'cheese', 'chopped tomatoes', 'chile', 'heavy cream', 'butter', 'hot sauce', 'salt']","['2 eggs', '1 slice cheese, chopped into small piece or 2 tablespoon shredded cheese', '2 tablespoon chopped tomatoes', '1 tablespoon diced chile', '2 tablespoon heavy cream', '1 teaspoon butter', '1/2 teaspoon hot sauce ', '1 pinch salt, to taste ']"
299530,"['water', 'bean paste', 'garlic', 'dashi', 'hot pepper paste', 'zucchini', 'potato', 'fresh mushrooms', 'onion', 'soft tofu']","['3 1/2 cup water', '3 tablespoon korean fermented bean paste ', '1 tablespoon garlic, minced ', '1/2 tablespoon dashi, granule ', '1/2 tablespoon korean hot pepper paste ', '1 zucchini, cubed ', '1 potato, peeled and cubed ', '1/4 lb fresh mushrooms, quartered ', '1 onion, chopped ', '1 package soft tofu, cubed ']"
317541,"['flat-leaf italian parsley', 'fresh oregano', 'lemon peel', 'garlic cloves', 'butter', 'boneless skinless chicken breast halves', 'chicken broth']","['1/3 cup chopped flat-leaf italian parsley', '1 tablespoon fresh oregano, chopped ', '1 tablespoon grated lemon peel', '3 garlic cloves, finely chopped ', '3 tablespoon butter', '4 boneless skinless chicken breast halves', '1/4 cup chicken broth']"
328012,"['olive oil', 'onions', 'sea salt', 'balsamic vinegar', 'port wine', 'fresh thyme', 'muscovado sugar', 'mustard seeds', 'red pepper flakes', 'tomatoes']","['1/4 cup olive oil', '6 onions, medium, sliced thinly ', '1 pinch sea salt', '1 tablespoon balsamic vinegar', '1/4 cup port wine', '1 sprig fresh thyme', '1/2 cup muscovado sugar', '1 teaspoon mustard seeds', '1/2 teaspoon red pepper flakes', '1/4 cup tomatoes, finely chopped ']"
342650,"['apples', 'water', 'sugar', 'cinnamon', 'bisquick baking mix', 'sugar', 'butter', 'milk']","['6 apples, pared and cored ', '2 tablespoon water', '1/3 cup sugar', '1 teaspoon cinnamon', '1 cup bisquick baking mix', '1 tablespoon sugar', '1 tablespoon butter or 1 tablespoon margarine, melted ', '1/4 cup milk']"
344072,"['besan flour', 'salt', 'cold water', 'ground turmeric', 'chili powder', 'garam masala', 'garlic cloves', 'brown onions', 'carrot', 'zucchini', 'coriander leaves', 'vegetable oil', 'mango chutney']","['1 cup besan flour ', '2 teaspoon cooking salt', '1/2 cup cold water', '1/4 teaspoon ground turmeric', '1 teaspoon chili powder', '1 teaspoon garam masala', '2 garlic clove ', '2 small brown onion ', '1 carrot ', '1 zucchini ', '1/2 cup coriander leaf ', ' vegetable oil ', '1 cup mango chutney']"
360603,"['cabbage', 'tart apples', 'water', 'butter', 'salt', 'nutmeg', 'fresh parsley']","['4 cup cabbage, cubed ', '2 cup tart apple ', '1 cup water', '1/4 cup butter', '1/2 teaspoon salt', '1/4 teaspoon nutmeg', '2 tablespoon fresh parsley ']"
365369,"['whole wheat flour', 'baking soda', 'splenda sugar substitute', 'skim milk', 'egg substitute', 'vanilla extract', 'ground cinnamon']","['1 1/4 cup whole wheat flour', '1 teaspoon baking soda', '4 teaspoon splenda sugar substitute', '1 cup skim milk', '1/2 cup egg substitute ', '1 tablespoon vanilla extract', '2 tablespoon ground cinnamon']"
392973,"['tomato sauce', 'tomato paste', 'worcestershire sauce', 'dried parsley flakes', 'italian seasoning', 'garlic powder', 'sugar', 'dried basil', 'dried oregano', 'salt', 'pepper']","['2 can tomato sauce', '1 can tomato paste', '4 teaspoon worcestershire sauce', '1 tablespoon dried parsley flakes', '1 tablespoon italian seasoning', '1 1/2 teaspoon garlic powder', '1 teaspoon sugar', '1 teaspoon dried basil', '1 teaspoon dried oregano', '3/4 teaspoon salt', '1/4 teaspoon pepper']"
411842,"['boneless skinless chicken breast', 'reduced-sodium fat-free chicken broth', 'garlic powder', 'italian seasoning', 'whole wheat spiral pasta', 'frozen mixed vegetables', 'reduced-fat parmesan cheese']","['1 lb boneless skinless chicken breast, cut up ', '2 can reduced-sodium fat-free chicken broth', '1/2 teaspoon garlic powder', '1 tablespoon italian seasoning', '3 cup whole wheat spiral pasta, uncooked ', '1 package frozen mixed vegetables', '2 tablespoon reduced-fat parmesan cheese']"
420554,"['whole wheat flour', 'unbleached all-purpose flour', 'wheat germ', 'baking powder', 'unsweetened cocoa', 'vegetable oil', 'apple juice concentrate', 'whole milk', 'nonfat dry milk powder', 'eggs', 'egg white', 'vanilla extract']","['1 cup whole wheat flour', '1/4 cup unbleached all-purpose flour', '1/2 cup wheat germ', '2 teaspoon baking powder', '2/3 cup unsweetened cocoa', '1/4 cup vegetable oil', '1 3/4 cup apple juice concentrate', '1/2 cup whole milk', '5 tablespoon nonfat dry milk powder', '2 eggs', '1 egg white', '1 teaspoon vanilla extract']"
438862,"['cooking oil', 'salsa verde', 'chicken broth', 'carrot', 'cumin', 'paprika', 'red pepper flakes', 'celery rib', 'bell pepper', 'onion', 'garlic', 'cooked turkey', 'white kidney beans']","['2 tablespoon cooking oil', '1 cup salsa verde', '1 carton chicken broth, reduced sodium ', '1 carrot, sliced thinly ', '3 teaspoon cumin', '1 teaspoon paprika', '1 teaspoon red pepper flakes', '1 celery rib, sliced ', '1/2 bell pepper, sliced ', '1/2 onion, sliced ', '1 teaspoon garlic, minced ', '2 cup cooked turkey, cubed ', '1 can white kidney beans, rinsed and drained ']"
440802,"['chicken broth', 'dried currants', 'curry powder', 'garam masala', 'kosher salt', 'black pepper', 'bacon', 'chicken thighs', 'chile', 'carrots', 'yellow bell peppers', 'yellow onions', 'garlic', 'crushed tomatoes', 'fresh ginger', 'cooked white rice', 'toasted almond', 'fresh flat-leaf parsley']","['1/2 cup chicken broth', '1/2 cup dried currant or 1/2 cup raisins', '1 tablespoon curry powder', '1 tablespoon garam masala', '1 1/2 teaspoon kosher salt, plus more for seasoning ', '1/2 teaspoon freshly ground black pepper, plus more for seasoning ', '1/4 lb slab bacon or 1/4 lb fatty country ham, chopped ', '12 chicken thighs, skin on, trimmed of excess skin and fat ', '1 large dried chile, pepper split and seed removed ', '2 1/3 cup peeled and sliced carrot ', '2 diced yellow bell peppers', '2 medium yellow onions, diced ', '3 clove garlic, unpeeled ', '28 ounce crushed tomatoes, with juice ', '2 tablespoon grated fresh ginger', '4 cup cooked white rice', '2/3 cup slivered toasted almond, chopped ', '1/2 cup chopped fresh flat-leaf parsley']"
466484,"['olive oil', 'leeks', 'garlic cloves', 'potatoes', 'carrots', 'red bell pepper', 'french beans', 'chicken stock', 'canned tomatoes', 'sweetcorn', 'kidney beans', 'dried thyme', 'tabasco sauce', 'salt and pepper']","['3 tablespoon olive oil', '2 medium leeks, white part only, cut into ring ', '4 garlic cloves, finely chopped ', '200 g waxy potatoes, finely diced ', '2 carrots, finely diced ', '1 red bell pepper, finely diced ', '150 g french beans, cut into 1cm length ', '1 liter chicken stock or 1 liter vegetable stock', '800 g canned tomatoes', '400 g tinned sweetcorn', '400 g kidney beans', '1 tablespoon dried thyme', ' tabasco sauce, to taste ', ' salt and pepper, to taste ']"
481622,"['swiss chard', 'pine nuts', 'olive oil', 'golden raisin', 'garlic cloves', 'balsamic vinegar', 'salt and pepper']","['2 bunch about 1 1/2 pound total swiss chard, stalk cut crosswise into 1-inch pieces, leaf torn into 2-inch piece ', '2 tablespoon pine nuts', '2 tablespoon olive oil', '1/3 cup golden raisin', '2 garlic cloves, minced ', '1 tablespoon balsamic vinegar', ' coarse salt and pepper']"
525399,"['long grain white rice', 'chicken broth', 'tomato sauce', 'whole kernel corn', 'seeds', 'onion', 'garlic', 'cumin', 'chili powder', 'salt', 'black pepper', 'vegetable oil']","['3 cup long grain white rice', '3 cup chicken broth ', ' two 8 oz. can el pato tomato sauce ', ' one 14 . 5 oz. can whole kernel corn, undrained ', '2 -4 jalapeno minced with seed ', '1 medium onion, finely diced ', '3 tablespoon minced garlic', '1 teaspoon cumin', '1 teaspoon chili powder', '1 teaspoon salt', '1/2 teaspoon black pepper', '3 tablespoon vegetable oil']"
5139,"['beef stew meat', 'chicken stock', 'beets', 'onion', 'tomatoes', 'lime2c juice of', 'sugar', 'salt and pepper', 'sour cream']","['1 lb beef stew meat, cut into cube ', '12 cup chicken stock or 12 cup beef stock ', '6 large beets, top removed ', '1 large onion, minced ', '4 tomatoes, peeled and seeded ', '1 -2 lime, juice of', '2 tablespoon sugar ', ' salt and pepper', ' to taste sour cream ']"
77021,"['water', 'chicken broth', 'cream of chicken soup', 'cooked chicken', 'onion', 'carrot', 'garlic cloves', 'basil leaves', 'oregano leaves', 'cheese ravioli', 'frozen broccoli', 'parmesan cheese']","['6 cup water', '3 can chicken broth', '1 can cream of chicken soup', '2 cup cubed and cooked chicken', '1 cup onion ', '1 cup carrot ', '2 garlic clove ', '1/2 teaspoon basil leaves', '1/2 teaspoon oregano leaves', '1 package cheese ravioli or 1 package cheese tortellini', '1 package frozen broccoli ', ' grated parmesan cheese, to sprinkle over bowl of soup ']"
92154,"['soft shelled crabs', 'milk', 'old bay seasoning', 'salt', 'black pepper', 'all-purpose flour', 'butter']","['12 soft shelled crabs, thawed ', '1 cup milk', '1 tablespoon old bay seasoning ', '1 teaspoon salt', '1/4 teaspoon black pepper', '12 tablespoon all-purpose flour', '1/2 cup melted butter']"
108247,"['butter', 'all-purpose flour', 'old bay seasoning', 'worcestershire sauce', 'chicken broth', 'dry white wine', 'heavy cream', 'country cream gravy', 'backfin crab meat', 'tabasco sauce']","['8 tablespoon butter', '1/3 cup all-purpose flour', '1 teaspoon old bay seasoning', '1 tablespoon worcestershire sauce', '1 can chicken broth', '1/2-1 cup dry white wine ', '1 cup heavy cream', '1 jar country cream gravy', '8 ounce backfin crab meat', '1 dash tabasco sauce']"
116696,"['extra virgin olive oil', 'onion', 'garlic cloves', 'carrot', 'tomatoes with juice', 'garbanzo beans', 'medium pasta shells', 'salt', 'italian parsley', 'parmigiano-reggiano cheese']","['1/4 cup extra virgin olive oil', '1 medium onion, chopped ', '3 garlic cloves, thinly sliced ', '1/2 carrot, chopped ', '1 can tomato with juice', '1 can garbanzo beans, rinsed and drained ', '16 ounce medium pasta shell or 16 ounce elbow macaroni', ' salt, to taste ', '1/4 cup chopped italian parsley', ' grated parmigiano-reggiano cheese']"
121303,"['orange juice', 'banana', 'berries', 'low-fat vanilla yogurt']","['1 cup orange juice', '1 small banana, peeled, cut up, and frozen ', '1/4 cup fresh berry or 1/4 cup frozen berries', '3 tablespoon low-fat vanilla yogurt']"
146041,"['pumpkin puree', 'evaporated milk', 'eggs', 'sugar', 'salt', 'cinnamon', 'yellow cake mix', 'butter', 'walnuts']","['1 can pumpkin puree', '1 can evaporated milk', '3 eggs, lightly beaten ', '1 cup sugar', '1/2 teaspoon salt', '2 teaspoon cinnamon', '1 box yellow cake mix', '1/2 lb butter, melted ', '1 1/2 cup chopped walnuts']"
146401,"['water', 'olive oil', 'flour', 'salt', 'active dry yeast']","['1 1/3 cup water', '2 tablespoon olive oil', '4 cup flour', '1 teaspoon salt', '2 teaspoon active dry yeast']"
171275,"['garlic', 'garlic clove', 'extra virgin olive oil', 'small white potatoes', 'fresh lemon juice', 'warm water', 'coarse salt', 'fresh ground black pepper']","['1/2 head garlic, clove broken but not peeled ', '1 garlic clove, peeled ', '1/2-3/4 cup extra virgin olive oil', '1 lb small white potatoes, scrubbed ', '1 -2 tablespoon fresh lemon juice', ' warm water or chicken stock', ' coarse salt', ' fresh ground black pepper']"
177225,"['all-purpose flour', 'baking powder', 'baking soda', 'salt', 'cinnamon', 'allspice', 'eggs', 'pumpkin', 'light brown sugar', 'maple syrup', 'vegetable oil', 'golden raisin', 'pecans']","['3 cup all-purpose flour', '2 teaspoon baking powder', '1 teaspoon baking soda', '1 1/2 teaspoon salt', '1 teaspoon cinnamon', '1/2 teaspoon allspice', '2 eggs', '1 can pumpkin', '1 cup light brown sugar, firmly packed ', '1/2 cup maple syrup', '1/2 cup vegetable oil', '1/2 cup golden raisin', '1/2 cup pecans, chopped ']"
181978,"['cooked rice', 'shrimp', 'oil', 'onion', 'garlic cloves', 'celery', 'green bell pepper', 'tomato paste', 'sugar', 'salt', 'black pepper', 'cayenne pepper', 'cornstarch', 'green onion top']","['4 cup cooked rice', '1 lb shrimp, peeled and deveined ', '1 cup oil', '1 cup onion, chopped ', '4 garlic cloves, minced ', '1/2 cup celery, chopped ', '1/2 cup green bell pepper, chopped ', '2 tablespoon tomato paste', '1 teaspoon sugar', ' salt', ' black pepper', ' cayenne pepper', '2 teaspoon cornstarch', '1/2 cup green onion top, finely chopped ']"
203281,"['reduced-fat italian salad dressing', 'beef sirloin steak', 'fat free sour cream', 'parmesan cheese', 'black pepper', 'onion']","['1/2 cup reduced-fat italian salad dressing', '1 lb beef sirloin steak, well-trimmed ', '1/3 cup fat free sour cream', '4 1/2 teaspoon grated parmesan cheese', ' black pepper', '1 medium onion, thinly sliced ']"
205357,"['onion', 'red chili pepper', 'leeks', 'sweet potatoes', 'garlic cloves', 'vegetable stock', 'coconut milk']","['1 onion', '1 red chili pepper', '2 leeks', '2 sweet potatoes', '2 garlic cloves', '2 pint vegetable stock', '8 ounce coconut milk']"
211860,"['mincemeat', 'pears', 'walnuts', 'lemon zest', 'ground ginger', 'granulated sugar', 'pastry for a double-crust 9-inch pie']","['1 jar mincemeat', '1 can pears, chopped ', '1/2 cup walnuts, chopped ', '2 tablespoon lemon zest', '1/4 teaspoon ground ginger', '2 teaspoon granulated sugar', '1 pastry for a double-crust 9-inch pie']"
229263,"['cooked beef', 'baking potatoes', 'onions', 'green bell pepper', 'celery ribs', 'dry mustard', 'salt', 'garlic powder', 'ground thyme', 'beef broth']","['3 cup cooked beef, coarsely chopped ', '2 large baking potatoes, peeled and diced ', '2 medium onions, chopped ', '1 green bell pepper, chopped ', '2 celery ribs, finely chopped ', '1 teaspoon dry mustard', '1 teaspoon salt', '1 teaspoon garlic powder', '1/4 teaspoon ground thyme', '1 1/2 cup beef broth ']"
235064,"['cool whip', 'instant vanilla pudding', 'green apples', 'snickers candy bars']","['16 ounce cool whip', '1 box instant vanilla pudding', '6 green apple ', '6 snicker candy bar ']"
298595,"['italian bread', 'frozen pepper and onions', 'cooked beef', 'monterey jack cheese', 'eggs', 'milk', 'dijon mustard', 'pepper', 'salt']","['7 cup italian bread, cubed ', '16 ounce frozen pepper and onions, stir-fry blend ', '3/4 lb cooked beef, cut into strip ', '2 cup shredded monterey jack cheese', '8 eggs', '2 1/4 cup milk', '2 tablespoon dijon mustard', '1/2 teaspoon pepper', '1/2 teaspoon salt']"
321792,"['olive oil', 'chicken breasts', 'sun-dried tomato pesto', 'quick-cooking couscous', 'water', 'instant chicken bouillon granules', 'lemon rind', 'lemon juice', 'sun-dried tomatoes', 'sun-dried tomato pesto', 'rocket']","[' olive oil', '2 chicken breasts', '2 tablespoon sun-dried tomato pesto', '2 sachet quick-cooking couscous ', '700 ml water', '1 teaspoon instant chicken bouillon granules', '2 teaspoon lemon rind, finely grated ', '2 tablespoon lemon juice', '4 sun-dried tomatoes, chopped finely ', '2 tablespoon sun-dried tomato pesto ', '60 g rocket']"
329422,"['butter', 'sugar', 'eggs', 'unsweetened applesauce', 'vanilla extract', 'cake flour', 'baking powder', 'salt', 'nonfat milk', 'nonfat milk', 'sugar-free instant pudding mix', 'confectioners27 sugar', 'baking powder', 'vanilla extract', 'nonfat milk']","['1/3 cup butter, softened ', '3/4 cup sugar', '2 eggs, lightly beaten ', '1/3 cup unsweetened applesauce', '1 1/2 teaspoon vanilla extract', '2 1/4 cup cake flour', '2 teaspoon baking powder', '1/2 teaspoon salt', '1/2 cup nonfat milk', '1/8 cup cold nonfat milk', '1 package sugar-free instant pudding mix', ""1 1/4 cup confectioners' sugar"", '2 tablespoon baking powder', '1/2 teaspoon vanilla extract', '1 -2 tablespoon nonfat milk']"
334839,"['orzo pasta', 'asiago cheese', 'butter', 'fresh parsley']","['1 cup orzo pasta', '1/2 cup crumbled asiago cheese, ceese ', '2 tablespoon butter', '2 tablespoon chopped fresh parsley']"
338627,"['tomatoes', 'onions', 'green peppers', 'jalapeno pepper', 'garlic cloves', 'cumin', 'pepper', 'cayenne', 'canning salt', 'sugar', 'vinegar', 'lime juice', 'tomato sauce', 'tomato paste']","['8 cup tomatoes, peeled, chopped and drained ', '2 1/2 cup onions, chopped ', '1 1/2 cup green peppers', '1 cup jalapeno pepper, chopped ', '6 garlic cloves, minced ', '2 teaspoon cumin', '2 teaspoon pepper', '1/4 teaspoon cayenne', '1/8 cup canning salt', '1/4 cup sugar', '1/3 cup vinegar', '4 tablespoon lime juice', '1 can tomato sauce', '1 can tomato paste']"
354231,"['portabella mushroom caps', 'button mushrooms', 'frozen chopped spinach', 'cream cheese', 'romano cheese', 'bacon', 'mayonnaise', 'garlic cloves', 'olive oil', 'balsamic vinegar', 'tarragon', 'italian seasoned breadcrumbs', 'salt 26 pepper']","['6 portabella mushroom caps', '8 button mushrooms, chopped fine ', '1 box frozen chopped spinach', '8 ounce cream cheese', '1/3 cup romano cheese', '6 slice bacon, cooked crisp and crushed fine ', '1 tablespoon mayonnaise', '2 teaspoon garlic cloves, chopped fine ', '2 tablespoon olive oil', '2 tablespoon balsamic vinegar', '1 teaspoon tarragon', '1 cup italian seasoned breadcrumbs', ' salt & pepper']"
359677,"['red beans', 'green bell pepper', 'sausage']","['1 can red bean ', '1/2-1 whole green bell pepper ', '1 lb sausage ']"
360683,"['olive oil', 'beef mince', 'fresh sage', 'fresh rosemary', 'garlic cloves', 'brown onion', 'celery ribs', 'celery salt', 'carrot', 'diced tomatoes', 'chicken', 'worcestershire sauce', 'red wine', 'water', 'salt and pepper', 'spaghetti', 'parmesan cheese']","['1 tablespoon olive oil', '500 g beef mince', '1 tablespoon fresh sage, sliced ', '1 tablespoon fresh rosemary, sliced ', '4 big garlic cloves, minced ', '1 brown onion, finely diced ', '4 celery ribs, finely chopped ', '3 teaspoon celery salt', '1 carrot, grated ', '2 can diced tomatoes', '3 teaspoon chicken or 3 teaspoon vegetable stock', '1 1/2 tablespoon worcestershire sauce', '1/3 cup red wine', '1 -1 1/2 cup water', ' salt and pepper', ' spaghetti, cooked and drained ', ' parmesan cheese, to serve ']"
365977,"['dinner rolls', 'deli ham', 'swiss cheese', 'worcestershire sauce', 'mustard', 'poppy seed', 'butter', 'brown sugar']","[""12 king's hawaiian dinner rolls"", '1/2 lb deli ham, sliced thin ', '1/2 lb swiss cheese, sliced ', '1 tablespoon worcestershire sauce', '1 tablespoon mustard', '1 tablespoon poppy seed', '1/2 cup butter', '2 tablespoon brown sugar']"
366623,"['chipolata sausages', 'red onion', 'cooking spray', 'salami', 'red capsicum', 'eggs', 'cream', 'tasty cheese', 'flat leaf parsley']","['400 g beef chipolata sausages', '1 medium red onion, finely chopped ', ' cooking spray', '50 g salami, cut into 2cm piece ', '1 medium red capsicum, chopped finely ', '8 eggs', '1/2 cup cream', '1/2 cup tasty cheese, coarsely grated ', '1/2 cup flat leaf parsley, chopped ']"
394935,"['soup mix', 'ground beef', 'corn', 'green beans', 'tomato sauce', 'picante sauce', 'water']","['1 package of mr grass hearty soup mix ', '1 lb ground beef', '1 can corn', '1 can green beans', '1 can tomato sauce', ' tapatio salsa picante sauce', '8 cup water']"
403147,"['sifted flour', 'salt', 'baking soda', 'baking powder', 'ground nutmeg', 'butter', 'sugar', 'eggs', 'sour cream', 'vanilla extract']","['4 1/2 cup sifted flour', '1 teaspoon salt', '1 teaspoon baking soda', '1 teaspoon baking powder', '1/2 teaspoon ground nutmeg', '1 cup butter', '1 1/2 cup sugar', '2 eggs', '1 cup sour cream', '1 1/2 teaspoon vanilla extract']"
408997,"['flour', 'baking powder', 'salt', 'granulated sugar', 'apple', 'egg', 'milk', 'butter', 'brown sugar', 'cinnamon', 'nutmeg']","['2 cup flour', '3 1/2 teaspoon baking powder', '1/2 teaspoon salt', '1/2 cup granulated sugar', '1 cup chopped peeled apple', '1 egg, lightly beaten ', '1 cup milk', '1/3 cup melted butter', '2 tablespoon brown sugar', '1/4 teaspoon cinnamon', '1/4 teaspoon nutmeg']"
432469,"['coffee', 'strawberry', 'strawberry jam', 'vanilla ice cream', 'ice cubes']","['1 cup coffee, freshly brewed ', '1 cup strawberry, sliced frozen ', '1/4 cup strawberry jam', '2 scoop vanilla ice cream', '6 ice cubes']"
451339,"['boneless skinless chicken breasts', 'onion', 'garlic cloves', 'sun-dried tomatoes', 'thyme', 'feta cheese', 'oat bran', 'flax seed', 'dried chili', 'salt', 'pepper', 'string']","['3 boneless skinless chicken breasts, 8 oz each, pounded thin ', '1/2 onion, diced 0 ', '3 garlic cloves, minced ', '1 1/2 ounce sun-dried tomatoes, diced ', '1 teaspoon thyme', '6 ounce feta cheese, crumbled finely ', '1 tablespoon oat bran', '1 tablespoon flax seed, ground ', '1 dried chili, ground ', ' salt', ' pepper', ' butcher string']"
451391,"['spinach', 'pie crusts', 'sausage', 'mozzarella cheese', 'egg']","['1 bag spinach', '18 inch pie crusts', '1 package sausage', '8 ounce mozzarella cheese, grated ', '1 egg, scrambled ']"
8846,"['rolled oats', 'boiling water', 'butter', 'sugar', 'vanilla', 'eggs', 'flour', 'baking soda', 'salt', 'cinnamon', 'nutmeg', 'butter', 'brown sugar', 'cream', 'coconut', 'nuts']","['1 cup uncooked rolled oat ', '1 1/4 cup boiling water', '1/2 cup butter or 1/2 cup margarine', '1 cup granulated sugar', '1 teaspoon vanilla', '2 eggs', '1 1/2 cup flour', '1 teaspoon baking soda', '1/2 teaspoon salt', '3/4 teaspoon cinnamon', '1/4 teaspoon nutmeg', '1/4 cup butter or 1/4 cup margarine, melted ', '1/2 cup brown sugar', '3 tablespoon cream or 3 tablespoon milk', '3/4 cup flaked coconut', '1/3 cup chopped nuts']"
33205,"['shortening', 'egg', 'low-fat milk', 'sugar', 'vanilla extract', 'cake flour', 'salt', 'baking powder']","['1/2 cup shortening', '1 beaten egg', '1/4 cup low-fat milk ', '1 cup sugar', '3 teaspoon vanilla extract', '2 cup cake flour', '1/2 teaspoon salt', '2 teaspoon baking powder']"
43611,"['ground venison', 'lean ground beef', 'water', 'onion powder', 'garlic powder', 'cracked black pepper', 'mustard seeds', 'liquid smoke', 'morton tender quick salt']","['3 lb ground venison ', '1 lb lean ground beef', '2 cup water', '1 teaspoon onion powder', '1/4 teaspoon garlic powder ', '4 teaspoon cracked black pepper', '2 teaspoon mustard seeds', '2 teaspoon liquid smoke', '4 tablespoon morton tender quick salt']"
60876,"['bittersweet chocolate', 'butter', 'eggs', 'vanilla', 'sugar', 'all-purpose flour', 'walnuts', 'bittersweet chocolate', 'butter']","['5 ounce bittersweet chocolate', '1/2 cup butter', '4 eggs', '1 tablespoon vanilla', '1 3/4 cup sugar', '1 cup all-purpose flour', '1/2 cup coarsely chopped walnut or 1/2 cup pecans', '2 1/2 ounce bittersweet chocolate', '1 tablespoon butter']"
88682,"['swiss cheese', 'fresh parsley', 'fresh tarragon', 'garlic', 'potatoes', 'salt', 'pepper', 'butter']","['1 cup shredded swiss cheese', '1/4 cup chopped fresh parsley', '1 tablespoon minced fresh tarragon', '1 clove garlic, minced ', '3 lb potatoes, peeled,cut into 1/8 inch slice ', '1 teaspoon salt', '1/4 teaspoon pepper', '1/4 cup butter, melted ']"
90508,"['all-purpose flour', 'salt', 'baking powder', 'butter', 'sugar', 'vanilla', 'eggs', 'milk', 'blueberries', 'all-purpose flour', 'sugar', 'cinnamon', 'butter']","['1 3/4 cup all-purpose flour', '1/2 teaspoon salt', '2 teaspoon baking powder', '6 tablespoon butter', '1 cup sugar', '1 teaspoon vanilla', '2 large eggs', '1/2 cup milk', '2/3 cup blueberries', '3 tablespoon all-purpose flour', '4 tablespoon sugar or 4 tablespoon vanilla sugar', '1/2 teaspoon cinnamon', '2 tablespoon butter, cold ']"
99772,"['bread', 'eggs', 'olive oil', 'veal sausage', 'bacon', 'barbecue sauce', 'vegemite']","['2 slice bread', '2 large eggs', '1 teaspoon olive oil', '1 average veal sausage', '3 slice bacon', '1 tablespoon barbecue sauce', '1 tablespoon vegemite']"
127280,"['provolone cheese', 'olive oil', 'oregano', 'pepper']","['1/2 lb provolone cheese', ' olive oil, to coat ', ' marjoram or sage, to taste ', ' pepper, to taste ']"
160485,"['sun-dried tomato', 'boiling water', 'large shrimp', 'fresh lemon juice', 'olive oil', 'salt', 'crushed red pepper flakes', 'skewers']","['1 ounce sun-dried tomato, without salt ', '1 cup boiling water', '1 1/2 lb large shrimp', '2 tablespoon fresh lemon juice', '2 tablespoon olive oil', '1/2 teaspoon salt', '1/2 teaspoon crushed red pepper flakes', '4 skewers']"
205121,"['strawberry', 'low-fat milk', 'sugar', 'vanilla', 'ice cubes']","['1 cup strawberry', '1 cup low-fat milk', '1 tablespoon sugar', '1/2 teaspoon vanilla', '2 ice cubes, crushed ']"
219882,"['cooked chicken', 'bell pepper', 'frozen chopped spinach', 'canned corn', 'canned black beans', 'jalapeno', 'cayenne', 'salt', 'onion powder', 'cumin', 'chili powder', 'monterey jack cheese']","['2 cup cut up cooked chicken', '1/4 cup chopped bell pepper', '1/4 cup frozen chopped spinach, thawed ', '1/2 cup canned corn', '1/2 cup canned black beans', '1/4 cup jalapeno, chopped ', '1/4 teaspoon cayenne', '1/2 teaspoon salt', '1/2 teaspoon onion powder', '1 teaspoon cumin', '1 teaspoon chili powder', '1 1/2 cup shredded monterey jack cheese ']"
243889,"['bananas', 'pineapple', 'cinnamon', 'sugar', 'eggs', 'sugar', 'flour', 'chocolate milk', 'milk', 'butter', 'salt', 'butter', 'sugar']","['3 bananas', '1/2 pineapple', '4 pinch cinnamon', '100 g sugar', '4 eggs', '70 g sugar', '100 g flour', '1/4 liter chocolate milk', '1/4 liter milk', '50 g butter', '1 pinch salt', '20 g butter', '1 tablespoon sugar']"
250792,"['butter', 'frozen shredded hash browns', 'pesto sauce', 'mozzarella cheese', 'milk', 'parmesan cheese', 'salt and pepper', 'italian seasoned breadcrumbs', 'parmesan cheese', 'butter']","['1 teaspoon butter, softened ', '4 cup frozen shredded hash browns, divided ', '1/2 cup pesto sauce', '1 cup shredded mozzarella cheese', '1 cup milk', '1/4 cup parmesan cheese', ' salt and pepper', '1/3 cup italian seasoned breadcrumbs', '1/3 cup parmesan cheese', '2 tablespoon butter, softened ']"
264015,"['peanut butter', 'butter', 'brown sugar', 'sugar', 'baking powder', 'baking soda', 'eggs', 'vanilla', 'rolled oats', 'peanuts', 'miniature m26m baking bits']","['1 cup peanut butter', '1/2 cup butter', '1 1/2 cup brown sugar, packed ', '1/2 cup sugar', '1 1/2 teaspoon baking powder', '1/2 teaspoon baking soda', '3 eggs', '2 teaspoon vanilla', '4 cup rolled oats', '3/4 cup peanut or 3/4 cup pecans, chopped ', '1 1/2 cup miniature m&m baking bits']"
