,id,steps,ingredients
212,451339,"['saute onion for 10 minutes', 'put aside to cool', 'in a bowl, combine feta cheese, flax seed, oat bran, thyme, sun-dried tomatoes, and garlic and chilli, mix with onion', 'toss until well mixed (this will be your ""stuffing"")', 'lay a flattened piece of chicken breast on a cutting board or your counter', 'put a 1/3 of the above mixture on the flattened chicken breast like you would be making a burrito and roll as tight as you can get it', 'secure it with butcher string', 'place chicken breast ""roll"" on a baking sheet and season with salt and pepper', 'preheat oven to 350°f', 'cook for about 35 minutes or until the internal temperature reaches 180°f']","['boneless skinless chicken breasts', 'onion', 'garlic cloves', 'sun-dried tomatoes', 'thyme', 'feta cheese', 'oat bran', 'flax seed', 'dried chili', 'salt', 'pepper', 'string']"
213,451391,"['in saute pan brown sausage, add spinach and cook down', 'in medium mixing bowl add sausage and spinach mixture, egg, and cheese', 'mix well', 'add mixture to nine inch pie crust', 'cover with the second pie crust and pinch edges together', 'cover edges with foil bake at 450 for 20 minutes remove foil and continue to bake for 15 more minutes']","['spinach', 'pie crusts', 'sausage', 'mozzarella cheese', 'egg']"
214,8846,"['in a shallow bowl soak oats in boiling water for 20 minutes', 'meanwhile proceed by measuring butter and sugars into beater bowl and beating until light', 'beat in eggs and vanilla', 'sift and measure flour, sifting again with the soda and spices', 'by this time the oats will be soaked and cool', 'remove beaters from creamed mixture and fold in soaked oats', 'sift flour mixture over and fold in', 'turn in a buttered 9x9"" pan and bake at 350°f for 40-50 minutes', 'mix all the topping ingredients', 'do not remove cake from pan but while still hot spread topping over and put under the broiler until bubbly and tinged with gold', 'watch carefully']","['rolled oats', 'boiling water', 'butter', 'sugar', 'vanilla', 'eggs', 'flour', 'baking soda', 'salt', 'cinnamon', 'nutmeg', 'butter', 'brown sugar', 'cream', 'coconut', 'nuts']"
215,33205,"['heat oven to 300°f', 'cream together the sugar and shortening', 'beat in egg and add vanilla extract and milk', 'sift together dry ingredients', 'add the wet mixture to dry mixture alternatly to cream mixture', 'drop by teaspoonfuls onto a greased baking sheet', 'bake 20 minutes']","['shortening', 'egg', 'low-fat milk', 'sugar', 'vanilla extract', 'cake flour', 'salt', 'baking powder']"
216,43611,"['mix all together thoroughly', 'form into 2-21/2"" logs about 8"" long', 'pack tightly as possible', 'wrap in aluminum foil, shiny side inches', 'refrigerate for 24 hours', 'take out, turn over and pierce foil several times with a fork', 'bake on a sprayed broiler rack over broiler pan at 325°f for 1 1/2 hour', 'unwrap and remove to rack to finish dripping', 'rewrap and refrigerate or freeze']","['ground venison', 'lean ground beef', 'water', 'onion powder', 'garlic powder', 'cracked black pepper', 'mustard seeds', 'liquid smoke', 'morton tender quick salt']"
217,60876,"['preheat oven to 350f (175c)', 'line a 9 x 13 inch baking pan with foil (allowing two edges to protrude and be used as \x91handles\x92 when removing the brownies) and butter foil and any part of pan that has exposed sides', 'melt chocolate with butter and allow to cool slightly (i melt mine, carefully, in the microwave \x96 it doesn\x92t take much more than a minute)', 'beat eggs slightly with vanilla', 'gradually beat in sugar and continue to beat for 2-3 minutes', 'blend in warm chocolate mixture', 'stir in flour', 'spread in prepared pan', 'sprinkle nuts over top', 'bake about 45-50 minutes', 'cool in pan for 15 minutes then gently pry out of pan, using foil handles', 'cool completely', 'melt chocolate with butter for topping; drizzle over brownies using tines of fork', 'let stand until chocolate is firm before cutting']","['bittersweet chocolate', 'butter', 'eggs', 'vanilla', 'sugar', 'all-purpose flour', 'walnuts', 'bittersweet chocolate', 'butter']"
218,88682,"['preheat oven to 325', 'reserve 1/3 cup cheese', 'combine remaining cheese, parsley, tarragon&amp; garlic toss potatoes with salt&amp; pepper; pour 2 tbs butter into shallow 10 inch round baking dish; starting&amp; ending with potatoes, alternately layer potatoes&amp; cheese-herb mixture in dish; drizzle with remaining butter', 'cover with foil and bake on upper rack for 1 hr']","['swiss cheese', 'fresh parsley', 'fresh tarragon', 'garlic', 'potatoes', 'salt', 'pepper', 'butter']"
219,90508,"['preheat oven to 375', 'spray a mini-muffin pan with non-stick spray, or line with small paper liners', 'in a medium sized bowl, sift flour, salt and baking powder; set aside', 'in a large mixing bowl, cream butter with sugar and blend until fluffy', 'add vanilla and eggs, and beat well to blend', 'mix in milk, then add flour mixture and stir by hand until just blended and smooth', 'drop by rounded teaspoonfuls of batter into each liner, then place 2-3 (depending on their size) blueberries on top of each', 'place another teaspoon full on top of each muffin and spread a little to cover the blueberries (they should not show as much as possible and be a""surprise', '"") remember not to overfill, as the mini-muffins won\'t pop out easily if they overflow and the top bakes onto the pan', 'prepare the streusel by mixing the flour, sugar, cinnamon and cold butter between your fingers until well blended and crumbly', '(on humid days a bit of extra flour might be needed to get a crumbly as opposed to a sticky texture', ') sprinkle the streusel evenly over the tops of the muffins', 'bake for about 22 minutes until the muffins are a light golden brown', 'cool for 5 minutes, then remove from the pan', ""if liners weren't used, remove the muffins carefully so they don't break"", 'serve warm or at room temperature, unadorned or with softened butter', 'the muffins store well in a covered container for 2 or 3 days']","['all-purpose flour', 'salt', 'baking powder', 'butter', 'sugar', 'vanilla', 'eggs', 'milk', 'blueberries', 'all-purpose flour', 'sugar', 'cinnamon', 'butter']"
220,99772,"['place oil in pan and heat', 'cook bacon and sausage', 'remove and place on an absorbent sheet and keep warm', 'keep oil in pan', 'cut hole in the middle of the bread with the top of a small glass', 'place in pan and break egg into the hole', 'turn and cook until your perfect egg consistancy is produced', 'take off heat, put on plate and cover with a thin layer of vegemite', 'serve with sausages and bacon on top', 'pour barbecue sauce over completed egg!', 'enjoy!', 'best served with hash browns and grilled tomato!', 'hmmm']","['bread', 'eggs', 'olive oil', 'veal sausage', 'bacon', 'barbecue sauce', 'vegemite']"
221,127280,"['slice the cheese into 2"" thick pieces (or thinner if using aged provolone)', 'brush cheese with olive oil so spices stick to outside; sprinkle with spices', 'grill about 6"" from heat source on the grill or in the broiler, until the outside crisps, the cheese turns golden brown and just starts to run (do not overcook or you will have a puddle); this can also be done in a cast iron skillet over high heat so the outside crisps before the middle starts to spread all over the pan (spray pan with cooking spray first and keep scooting the cheese around the pan while it\'s cooking so it doesn\'t stick)', ""serve right away (it gets hard if you let it cool down and doesn't reheat very well) on small plates with a fork and knife""]","['provolone cheese', 'olive oil', 'oregano', 'pepper']"
222,160485,"[""soak skewers in cold water so they won't burn on the grill"", 'place dried tomatoes in small bowl', 'pour boiling water over tomatoes, let stand while preparing shrimp', 'pull off legs from shrimp', 'insert tip of kitchen shears under shell of each shrimp and snip along back to tail, cutting about 1/4th inch deep to expose vein', 'leaving shell on, rinse shrimp to remove vein', 'place shrimp in a bowl', 'prepare grill', 'drain dried tomatoes, reserving 1/4-cup of soaking liquid', 'blend tomatoes with reserved liquid, lemon juice, olive oil, salt, and pepper until well blended', 'pour over shrimp', 'on 4 long skewers, thread shrimp', 'place skewers on grill over medium heat', 'grill 8-10 min, turning occasionally, and basting with tomato mixture']","['sun-dried tomato', 'boiling water', 'large shrimp', 'fresh lemon juice', 'olive oil', 'salt', 'crushed red pepper flakes', 'skewers']"
223,205121,"['clean berries', 'combine all ingredients in a blender, whirring at high speed until pureed and fluffy', 'pour into glasses and serve']","['strawberry', 'low-fat milk', 'sugar', 'vanilla', 'ice cubes']"
224,219882,"['mix all in pan on stove top in order given over medium heat', 'add cheese last and let it melt and turn off heat', 'serve with tortillas (i like hint of lime tortillas) or crackers']","['cooked chicken', 'bell pepper', 'frozen chopped spinach', 'canned corn', 'canned black beans', 'jalapeno', 'cayenne', 'salt', 'onion powder', 'cumin', 'chili powder', 'monterey jack cheese']"
225,243889,"['preheat the oven to 200 celsius', 'butter a cake mold and tap in 20 grams of sugar', 'peel the bananas and pineapple, then cut into small pieces', 'add the cinnamon and sugar and let sit for 20 minutes', 'in a separate bowl, beat the eggs and 70 grams of sugar until light and fluffy', 'add the flour and a pinch of salt', 'slowly add the chocolate and regular milk - blend well', 'add the fruit to the milk mixtureand dot the top of the cake with butter', 'cook for 40 minutes']","['bananas', 'pineapple', 'cinnamon', 'sugar', 'eggs', 'sugar', 'flour', 'chocolate milk', 'milk', 'butter', 'salt', 'butter', 'sugar']"
226,250792,"['heat oven to 425 degrees', 'lightly grease 11 x 7 inch baking dish with 1 teaspoon butter', 'place 2 cups shredded potatoes in prepared dish, pressing lightly to form an even layer', 'dollop pesto over potatoes; sprinkle with cheese', 'top with remaining 2 cups potatoes, spreading evenly', 'in  medium microwave-safe dish, microwave milk on high for 1 1/2 to 2 minutes or until hot; stir in 1/4 cup parmesan, pepper and salt', 'pour over potatoes', 'in a small bowl, mix together topping ingredients until blended; sprinkle over potatoes', 'bake uncovered, 23-25 minutes or until top is crisp and browned', 'let stand 5 minutes before serving']","['butter', 'frozen shredded hash browns', 'pesto sauce', 'mozzarella cheese', 'milk', 'parmesan cheese', 'salt and pepper', 'italian seasoned breadcrumbs', 'parmesan cheese', 'butter']"
227,264015,"['in a bowl, with an electric mixer, beat peanut butter and butter', 'add brown sugar, sugar, baking powder, baking soda and mix until creamy and homogeneous', 'add eggs and vanilla while beating', 'add oats, peanuts and m &amp; m chocolate', 'mix with a wooden spoon', 'let drop dough, 1/4 cup at a time, on an ungreased baking sheet, leaving room of 4 inch between cookies', 'cook in a preheated oven of 350 f for 15 minutes or until the sides of cookies are lightly golden', 'put baking sheets on racks and let cool for 2 minutes', 'removed the cookies and let cool completely on a rack']","['peanut butter', 'butter', 'brown sugar', 'sugar', 'baking powder', 'baking soda', 'eggs', 'vanilla', 'rolled oats', 'peanuts', 'miniature m%26m baking bits']"
228,365439,"['crust:', 'place flour, shortening, butter, sugar, and salt in processor', 'using on/off turns, process until coarse meal forms', 'sprinkle flour mixture with 2 t ice water', 'using on/off turns, process just until moist clumps form, adding more ice water by teaspoonfuls if needed', 'form dough into ball and flatten into disk', 'wrap in plastic and refrigerate at least 1 hour', '(tart crust dough can be made 1 day ahead', 'keep refrigerated', ')', 'preheat oven to 350°f roll out dough on lightly floured surface to 12-inch round', 'transfer dough to 10-inch tart pan with removable bottom', 'fold in excess dough, forming double thick sides', 'freeze 10 minutes', 'line crust with foil; fill with pie weights or dried beans', 'bake crust until edges are set, about 20 minutes', 'carefully remove foil and beans; bake until light golden, about 10 minutes longer, pressing crust down with spatula if bubbles form', 'cool completely', 'filling:', 'line bottom of crust with cherries', 'whisk sugar, flour, and cinnamon in large bowl', 'whisk cream and next 5 ingredients into sugar mixture', 'pour cream mixture over cherries', 'sprinkle with almonds', 'bake tart until set in center, about 40 minutes', 'cool 30 minutes', '(can be made 8 hours ahead', 'let stand at room temperature', ')']","['all-purpose flour', 'vegetable shortening', 'unsalted butter', 'sugar', 'salt', 'ice water', 'sweet cherries', 'sugar', 'all-purpose flour', 'ground cinnamon', 'whipping cream', 'egg yolks', 'lemon peel', 'almond extract', 'orange zest', 'salt', 'sliced almonds']"
229,533858,"['scrub potatoes; cook, covered in boiling salted water for 10 to 15 minutes or till tender; drain', 'cool; quarter', 'cook peas, covered, in  small amount of boiling salted water 10 to 12 minutes or just till tender', 'drain; cool', 'combine mayonnaise, sour cream, mustard, chervil, and 1/2 teaspoon salt', 'in a bowl, combine potatoes, peas and onion', 'add dressing', 'toss lightly to coat mixture', 'cover; chill thoroughly', 'just before serving, add radishes; mix gently', 'sprinkle cheese over top, if desired']","['tiny new potatoes', 'fresh peas', 'mayonnaise', 'sour cream', 'prepared mustard', 'dried chervil', 'onion', 'radish', 'swiss cheese']"
230,374387,"['place couscous in large bowl', 'pour boiling broth over top and allow to stand, covered, for 5 minutes', 'fluff with a fork', 'cool to room temperature', 'add onions, red pepper, zucchini, apricots and raisins', 'whisk together oil, vinegar, orange juice, rind, garlic and salt', 'pour over top', 'toss well', 'add basil and nuts just before serving']","['chicken stock', 'couscous', 'green onions', 'red pepper', 'zucchini', 'apricot', 'golden raisin', 'olive oil', 'red wine vinegar', 'fresh orange juice', 'orange rind', 'garlic clove', 'salt', 'fresh basil', 'pine nuts']"
231,386706,"['in a dutch oven over medium heat, melt margarine', 'add green pepper, onion, garlic and 3 tablespoons of the broth', 'cook, stirring, until onion is soft (about 10 minutes)', 'if liquid begins to evaporate, add a little more broth', 'add all remaining ingredients', 'cover and bring to a boil', 'lower heat and simmer for at least 15 minutes, or until green pepper is tender and flavors are well blended', 'serve hot', 'soup will keep in refrigerator for 2-3 days and then reheated']","['margarine', 'green pepper', 'onion', 'garlic clove', 'low-fat chicken broth', 'reduced-sodium diced tomatoes', 'sugar', 'dried marjoram', 'dried basil', 'dried thyme', 'bay leaves', 'cayenne pepper', 'black pepper']"
232,409275,"['lentil puree- puree cooked green lentils with enough water in blender to make the consistency of apple sauce', 'freeze extra for future recipes', 'preheat that oven to 350', 'mix lentil puree and all bran in one bowl, let sit for a couple of minutes- then add the eggs, peanut butter and vanilla', 'in  another mixing bowl combine:  rolled oats,  nuts and fruit, cinnamon, nutmeg, brown sugar', 'add lentil mixture', 'mix until dry ingredients are moistened', 'press into 10x15 inch cookie sheet which has been lightly greased', 'place oven rack in center of oven; bake 30 minutes or until lightly browned', 'cut while still warm into 2 inch squares', 'variation-  can do with peanut butter or with honey if subbing honey for brown sugar-  mix some in during mixing bowl stage, but also swirl some into already pressed in pan stuff- so when you eat it you may get a really nice surprise!']","['lentils', 'all-bran cereal', 'raisins', 'peanuts', 'rolled oats', 'brown sugar', 'eggs', 'peanut butter', 'vanilla', 'cinnamon', 'nutmeg']"
233,416009,"['cut chicken into 1 inch pieces', 'combine all ingredients in covered roasting pan', 'bake at 350 for one hour or all day in slow cooker on low', 'serve over white rice']","['barbecue sauce', 'pineapple chunks', 'green bell pepper', 'onion', 'garlic cloves', 'boneless skinless chicken breasts']"
234,487683,"['preheat oven to to 350°f', 'sprinkle salt and pepper on both sides of chicken and place in a sprayed 8 x 8-inch baking dish', 'mix together crushed pineapple (with liquid), mango chutney, and mustard, then pour over chicken', 'bake for 45 minutes, or until chicken is done', 'while chicken is cooking, whisk together a 1/2 cup of the mandarin orange liquid with soy sauce, sesame oil, rice vinegar, ground ginger, and sriracha (if using)', 'add the dressing, green onions, celery, and water chestnut to rice', 'mix well', 'gently stir in mandarin orange segments', 'chill rice salad until chicken is done, then serve']","['chicken breasts', 'crushed pineapple', 'mango chutney', 'coarse grain mustard', 'cooked brown rice', 'mandarin orange segments', 'soy sauce', 'sesame oil', 'rice vinegar', 'ground ginger', 'sriracha sauce', 'green onions', 'celery ribs', 'water chestnuts', 'salt %26 pepper']"
235,502303,"['in a large resealable plastic bag, mix hoisin sauce, rice vinegar, green onions, mushroom soy sauce, garlic, honey, sesame oil, sesame seeds, white pepper, and black pepper', 'place lamb in bag, seal, and turn to coat', 'refrigerate for 8 hours, or overnight', 'preheat grill for high heat', 'oil the grill grate', 'place lamb on the grill, and discard marinade', 'cook 15 minutes on each side, to a minimum internal temperature 145°f (63°c), or to desired doneness', 'transfer meat to a serving platter, and allow it to rest for 20 minutes before slicing and serving', 'footnote:', 'hoisin sauce, also called peking sauce, is a thick, reddish-brown sauce that is sweet and spicy, and widely used in chinese cooking', ""it's a mixture of soybeans, garlic, chile peppers and various spices"", 'it can be found in asian markets and many large supermarkets', 'look in the asian or ethnic section', 'if this item is not in stock at your local store, ask your grocer to special order it for you', 'most grocers will be happy to do this for their customers']","['hoisin sauce', 'rice vinegar', 'green onion', 'mushroom soy sauce', 'garlic', 'honey', 'sesame oil', 'toasted sesame seeds', 'white pepper', 'fresh ground black pepper', 'butterflied leg of lamb']"
236,520886,"['mix all items and add canola oil', 'toss with frozen wings until well coated', 'place on baking sheet lined with foil and sprayed with pam', 'bake at 400 for 45 minutes turning occasionally']","['dried rosemary', 'chili powder', 'kosher salt', 'garlic powder', 'ground oregano', 'creole seasoning', 'cumin', 'dry mustard', 'black pepper', 'canola oil']"
237,64945,"['coarsely chop drained artichoke hearts', 'blend with all other ingredients', 'bake 20 minutes at 325*, or put in microwave and microwave on high for 4-5 minutes, stirring once', '(i prefer baking the dip because the top gets nice and golden brown', ')', 'serve with crackers or toasted bread', '***note-fatfree sour cream and cream cheese can be used', '***']","['artichoke hearts', 'sour cream', 'cream cheese', 'parmesan cheese', 'salt']"
238,95282,"['using a heavy saucepan, melt the soap over low heat until it is liquid', 'remove pan from heat', 'stir in cinnamon oil and food coloring', 'pour soap into a mold and let it set for 3 hours', 'unmold and enjoy']","['soap bars', 'cinnamon oil', 'red food coloring']"
239,107254,"['layer one', 'combine all ingredients for layer one in a a large bowl', 'mix until crumbly', 'press into the bottom of a 9x13-inch baking dish lightly greased', 'bake at 350°f for 20 to 25 minutes', 'allow to cool completely', 'layer two:', 'in medium bowl beat together all ingredients for layer two', 'working with a teaspoon and very little cream cheese mixture slowly spread it over layer one, careful not to pull up any of the first layer', 'layer three:', 'prepare pudding according to package directions', 'let cool, once room temperature spread it over the cream cheese mixture', 'layer four:', 'top with the remaining cool whip', 'garnish with chocolate curls']","['butter', 'flour', 'walnuts', 'powdered sugar', 'cool whip', 'cream cheese', 'chocolate pudding', 'cool whip', 'chocolate shavings']"
240,130161,"['take all of your diced ingredients and add them to a large salad bowl', 'throw in the spinach and the feta, mix up, then add in the greek dressing', ""i say '4 tbsp' above, but add as much or as little as you want"", 'it should look like a salad (mainly because it is!) warm up your gyro wraps in the oven for 10 minutes, throw the salad mix on a wrap --  wrap it up, and voila', 'makes 4 medium sized (not heavy) wraps', 'you can spice things up by adding in your favorite ingredients --  like shredded carrots, zucchini, etc', ""i've even added some freshly ground parmesan cheese --  very good as well""]","['feta cheese', 'baby spinach', 'greek salad dressing', 'tomatoes', 'pepperoncini peppers', 'onion', 'sandwich wraps']"
241,142712,"['preheat oven to 350°f', 'grease the bottom of two 8-inch round pans', 'sift or mix together flour, cocoa, baking soda, and 1 teaspoon salt; set aside', 'cream shortening and sugar until light and fluffy', 'add eggs and beat well, add vanilla', 'add flour mixture, alternating with milk, beat until combined', 'pour into 2 cake pans', 'bake for 35-40 minutes or until toothpick inserted into the cake comes out clean', 'cut each layer in half, horizontally making four layers total', 'sprinkle layers with 1/2 cup kirschwasser', 'in a separate bowl whip the cream to stiff peaks, then beat in 1/2 teaspoon vanilla and 1 tablespoon kirschwasser', 'add sugar powder and pinch of salt beat again', 'spread first layer of cake with 1/3 of the filling top with 1/3 of the cherries repeat with remaining layers', 'frost top and sides of cake', ""sprinkle with chocolate curls made by using a potato peeler on semisweet baking chocolate (i find that it's easier when the chocolate is room temperature)"", 'enjoy the cake!']","['all-purpose flour', 'white sugar', 'unsweetened cocoa powder', 'salt', 'buttermilk', 'shortening', 'eggs', 'vanilla', 'cherry flavored liqueur', 'powdered sugar', 'salt', 'cherries', 'whipped cream', 'vanilla', 'cherry flavored liqueur', 'semi-sweet chocolate baking square']"
242,234171,"['soak the sweet rice overnight', 'drain', 'place rice on cheesecloth and steam for about 30 minutes', 'bring coconut milk to a boil with sugar and salt, stirring until sugar is dissolved, and remove from heat', 'transfer the rice to the rice cooker and let it steam for about 30 minutes after it pops', 'in the meantime, make sure rice is sticky enough(fully cooked)but not overcooked like a paste', 'stir in 2/3 coconut mixture', 'rice can be served warm immediately or serve chilled', 'divide rice into 2 servings, place the chopped mangoes on top or on the side', 'drizzle desserts with the remaining sauce']","['glutinous rice', 'unsweetened coconut milk', 'sugar', 'salt', 'mangoes']"
243,234607,"['tie the cilantro to secure in place before bruising the leaves and stems with the flat blade of a knife', 'this helps extract the maximum flavour', 'in a pitcher, infuse the cilantro with the wine for 10 minutes or so', 'sharpen with lime juice, stir well and pour into six wine glasses']","['fresh cilantro', 'sparkling white wine', 'lime%2c juice of']"
244,243086,"['melt chocolate au bain marie', 'mix flour with 2 tbsp water and add to molten chocolate; stir thoroughly on low heat until mixture starts to thicken', 'cool rapidly in a cold water bath while stirring occasionally', 'add rum', 'whisk egg whites with sugar until stiff', 'fold in chocolate mixture', 'put in coupes and allow to set in refrigerator (min', '2 hrs)', 'clean kiwifruit and slice thinly', 'serve mousse decorated with kiwifruit slices']","['white chocolate', 'flour', 'white rum', 'egg whites', 'caster sugar', 'kiwi fruit']"
245,262403,"['in a mixing bowl, combine the first five ingredients', 'cook the ground chicken until done', 'season with the salts and black pepper while cooking', '(make sure you break up the big pieces so that the chicken remains crumbled) drain and set aside', 'in a frying pan or wok, add 2 tablespoons of vegetable oil and stir-fry the ingredients in the mixing bowl for about 3 minutes', '(do not overcook', 'vegetables should still be colorful)', 'combine the ground chicken with the stir-fry in the wok', 'stir and simmer for about 2-3 minutes to balance out flavors', 'put in a bowl and set aside', 'whisk together egg and milk to create egg-wash', 'take one eggroll wrapper and brush edges with the egg-wash', 'take two spoonfuls of the chicken mixture and place in center of wrapper', 'then generously top with cheese and fold according to directions', 'set aside and fill the other wrappers', 'once finished, deep fry 3-4 eggrolls at a time for 2 1/2 minutes', ""(trick: turnover eggroll every 30 seconds so that the eggroll doesn't get top-heavy from the oil and becomes difficult to turnover)""]","['garlic', 'green onion', 'carrot', 'peppadew peppers', 'mushroom', 'ground chicken', 'salt', 'black pepper', 'seasoning salt', 'cheddar cheese', 'egg', 'milk', 'egg roll wraps', 'vegetable oil']"
246,265265,"['combine the pudding mix, sugar and the milk in a small bowl', 'beat at lowest speed of an electric mixer until well blended, about 1 minute', 'fold in the whipped topping', 'spread on the cake at once', 'makes about 4 cups or enough for two 8"" layers', 'note:  store the frosted cake in the refrigerator']","['vanilla flavor instant pudding and pie filling mix', 'confectioners%27 sugar', 'milk', 'cool whip']"
247,269690,"['in medium saucepan or skillet over high heat, bring tomatoes, black olives and artichokes, including marinade, to a boil', 'lower heat and simmer for 5 minutes', 'place pasta in serving bowl and pour artichoke sauce over pasta', 'sprinkle with parmesan cheese and serve']","['penne pasta', 'diced tomatoes with basil oregano and garlic', 'marinated artichoke hearts', 'black olives', 'parmesan cheese']"
248,285000,"['trim fat from roasts; cut meat into large chunks', 'place in a 5-qt slow cooker', 'top with the chilies, onion, jalapenos, garlic, chili powder, cumin and seasoning blend if desired', 'pour broth over all', 'cover and cook on low for 8-9 hours', 'remove beef; cool slightly', 'shred with two forks', 'cool cooking liquid slightly; skim fat', 'in a blender, cover and process cooking liquid in small batches until smooth', 'return liquid and beef to slow cooker; heat through', 'place 1/3 cup beef mixture on each tortilla', 'top with tomatoes, lettuce and cheese if desired', 'fold in ends and sides']","['boneless beef roast', 'green chilies', 'onion', 'jalapeno peppers', 'garlic cloves', 'chili powder', 'ground cumin', 'sodium-free seasoning', 'reduced-sodium beef broth', 'fat free tortillas', 'chopped tomato', 'lettuce', 'reduced-fat cheddar cheese']"
249,311010,"['cream butter and sugar', 'add eggs, vanilla and flour', 'work until smooth', 'put mix in a cookie tube dispenser', 'squeeze out any shape you like onto greased cookie sheet', 'bake at 325 til golden brown']","['sugar', 'butter', 'eggs', 'vanilla extract', 'flour']"
250,322983,"['boil the potatoes for approximately 15 minutes and then mash to your preference', 'while the potatoes are boiling, brown the beef with onion, and garlic', 'drain the meat mixture', 'while the beef is draining, prepare the gravy mix according to the package using the same skillet used to brown the beef', 'stir the mushroom soup into the gravy', 'add the beef, and vegetables to the gravy/soup mixture', 'season the mixture with steak seasoning to taste (2-3 tsp)', 'add approximately 1 cup of the shredded cheese and heat', 'place the meat mixture in a greased 13x9x2 pan', 'top with remaining cheese', 'top with mashed potatoes', 'bake at 350 degrees for 30-45 minutes or until potatoes are golden brown']","['potatoes', 'ground beef', 'onion', 'garlic cloves', 'mccormick%27s montreal brand steak seasoning', 'beef gravy mix', 'cream of mushroom soup', 'corn', 'green beans', 'cheddar cheese']"
251,325626,"['preheat oven to 350', ""don't be afraid to leave the mixer in the cupboard! i always stir this up by hand w/ no trouble &amp; i have rheumatoid arthritis"", 'in large mixing bowl combine: eggs, milk, oil, applesauce, butter, sugars, pumpkin etc', ', vanilla', 'i usually give each ingredient a good stirring before adding the next one', 'mix well', 'in separate bowl combine &amp; mix dry ingredients', ""if you don't have a flour sifter, hold a whisk over measuring cup &amp; sprinkle flour above it"", 'it makes so much difference to sift your flour', 'if you simply cannot do it, then cut flour back about 1/4 cup', 'gradually add flour mix to first mixing bowl &amp; beat together until smooth', 'grease &amp; flour 2 loaf pans &amp; evenly divide batter among them', 'bake for 50-60 minutes until toothpick test comes out clean', 'allow to cool 15-20 minutes (if you can wait that long!) and invert pans to rack to complete cooling', ""you'll likely need to run knife around edges &amp; tap or even bang on the bottom a bit to remove"", 'slice &amp; serve', 'because it is such a moist bread, i always bag the 2nd loaf &amp; hold it in the fridge until we finish the 1st loaf, just to guard against spoilage', ""i've heard it freezes lovely as well, but i've never made enough that it lasted long enough for me to try"", ""note: this will be my first try at posting a recipe, though i've been lurking &amp; gleaning marvelous ones for ages on here"", ""i'm from that sect of guard your recipes or don't give exact instructions, lol --  however, it occurred to me it was time to share back  --  hope you all enjoy! -oz""]","['eggs', 'milk', 'vegetable oil', 'applesauce', 'butter', 'white sugar', 'brown sugar', 'pumpkin puree', 'vanilla', 'all-purpose flour', 'baking soda', 'baking powder', 'salt', 'ground cinnamon', 'ground ginger', 'ground nutmeg', 'ground cloves']"
252,342135,"['heat oven to 375', 'brown meat with onions in skillet, stirring occasionally; drain', 'spoon into 8-inch square baking dish', 'mix soup and milk; pour over meat mixture', 'top with layers of mixed vegetables, cheese and tater tots', 'bake 45 minutes or until tater tots are golden brown and casserole is heated through']","['ground beef', 'onion', 'condensed cream of mushroom soup', 'milk', 'frozen mixed vegetables', 'cheddar cheese', 'frozen tater tots']"
253,353952,"['fill a pot with water and place over high heat', 'bring to a roiling boil', 'in a microwave-safe dish, combine oil, garlic, chicken broth, and lemon juice', 'add chicken and microwave on high for 1 minute and 30 seconds', 'when water boils, add tortellini to pot and stir', 'when water returns to a gentle boil, add broccoli and stir', 'stir occasionally until tortellini is done, approximately 8-11 minutes drain tortellini and broccoli in a colander', 'do not rinse', 'add sauce and chicken to pot', 'add tortellini and 1/3 cup shredded cheese', 'toss well to coat tortellini and broccoli and sauce', 'to serve, divide pasta and sauce between 4 bowls', 'garnish with remaining cheese', 'if desired, season with salt, pepper, and crushed red pepper']","['olive oil', 'garlic powder', 'chicken broth', 'lemon juice', 'chicken breasts', 'cheese tortellini', 'broccoli floret', 'italian cheese']"
254,369414,"['mix coconut, peanuts and sugar', 'set aside', 'mix flour and salt in large mixing bowl', 'slowly stir in 3/4 cup hot water until a dough forms', 'transfer to a floured board and knead until stiff, about 5 minutes', 'combine ginger with 5 cups water in large pot', 'bring to a boil', 'adjust heat so water simmers steadily but not violently', 'meanwhile, form dough into 1-inch balls', 'cook balls until they float to the surface, about 5 minutes', 'remove with a slotted spoon', 'toss with reserved coconut-peanut mixture']","['unsweetened dried shredded coconut', 'roasted peanuts', 'sugar', 'glutinous-rice flour', 'salt', 'fresh ginger']"
255,426090,"['heat 1/2-1 tbls oil in large skillet or wok, saute mustard seeds until they pop,', 'add a little more oil then add vegetables, cook, stiring constantly for 5 minutes', 'mix in seasonings, reduce heat, cover and simmer 8-10 minutes', 'stir in lemon juice and serve']","['green beans', 'oil', 'mustard seeds', 'onion', 'carrot', 'ground ginger', 'ground coriander', 'salt', 'lemon juice']"
